Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.200000,0,0.426000,0.426000,0.426000,0.426000,0.426000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.210000,0,0.426000,0.426000,0.426000,0.426000,0.426000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.220000,0,0.426000,0.426000,0.426000,0.426000,0.426000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.230000,0,0.426000,0.426000,0.426000,0.426000,0.426000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.240000,0,0.426000,0.426000,0.426000,0.426000,0.426000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.250000,0,0.426000,0.426000,0.426000,0.426000,0.426000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.260000,0,0.426000,0.426000,0.426000,0.426000,0.426000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.270000,0,0.426000,0.426000,0.426000,0.426000,0.426000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.280000,0,0.426000,0.426000,0.426000,0.426000,0.426000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.290000,0,0.426000,0.426000,0.426000,0.426000,0.426000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.300000,0,0.426000,0.426000,0.426000,0.426000,0.426000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.310000,0,0.426000,0.426000,0.426000,0.426000,0.426000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.320000,0,0.426000,0.426000,0.426000,0.426000,0.426000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.330000,0,0.427000,0.427000,0.427000,0.427000,0.427000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.340000,0,0.427000,0.427000,0.427000,0.427000,0.427000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.350000,0,0.427000,0.427000,0.427000,0.427000,0.427000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.360000,0,0.427000,0.427000,0.427000,0.427000,0.427000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.370000,0,0.427000,0.427000,0.427000,0.427000,0.427000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.380000,0,0.427000,0.427000,0.427000,0.427000,0.427000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.390000,0,0.427000,0.427000,0.427000,0.427000,0.427000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.400000,0,0.427000,0.427000,0.427000,0.427000,0.427000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.410000,0,0.427000,0.427000,0.427000,0.427000,0.427000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.420000,0,0.427000,0.427000,0.427000,0.427000,0.427000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.430000,0,0.427000,0.427000,0.427000,0.427000,0.427000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.440000,0,0.427000,0.427000,0.427000,0.427000,0.427000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.450000,0,0.428000,0.428000,0.428000,0.428000,0.428000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.460000,0,0.428000,0.428000,0.428000,0.428000,0.428000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.470000,0,0.428000,0.428000,0.428000,0.428000,0.428000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.480000,0,0.428000,0.428000,0.428000,0.428000,0.428000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.490000,0,0.428000,0.428000,0.428000,0.428000,0.428000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.500000,0,0.428000,0.428000,0.428000,0.428000,0.428000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.510000,0,0.428000,0.428000,0.428000,0.428000,0.428000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.520000,0,0.428000,0.428000,0.428000,0.428000,0.428000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.530000,0,0.428000,0.428000,0.428000,0.428000,0.428000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.540000,0,0.428000,0.428000,0.428000,0.428000,0.428000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.550000,0,0.428000,0.428000,0.428000,0.428000,0.428000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.560000,0,0.429000,0.429000,0.429000,0.429000,0.429000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.570000,0,0.429000,0.429000,0.429000,0.429000,0.429000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.580000,0,0.429000,0.429000,0.429000,0.429000,0.429000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.590000,0,0.429000,0.429000,0.429000,0.429000,0.429000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.600000,0,0.429000,0.429000,0.429000,0.429000,0.429000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.610000,0,0.429000,0.429000,0.429000,0.429000,0.429000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.620000,0,0.430000,0.430000,0.430000,0.430000,0.430000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.630000,0,0.430000,0.430000,0.430000,0.430000,0.430000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.640000,0,0.430000,0.430000,0.430000,0.430000,0.430000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.650000,0,0.431000,0.431000,0.431000,0.431000,0.431000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.660000,0,0.431000,0.431000,0.431000,0.431000,0.431000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.670000,0,0.431000,0.431000,0.431000,0.431000,0.431000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.680000,0,0.432000,0.432000,0.432000,0.432000,0.432000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.690000,0,0.432000,0.432000,0.432000,0.432000,0.432000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.700000,0,0.433000,0.433000,0.433000,0.433000,0.433000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.710000,0,0.433000,0.433000,0.433000,0.433000,0.433000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.720000,0,0.433000,0.433000,0.433000,0.433000,0.433000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.730000,0,0.434000,0.434000,0.434000,0.434000,0.434000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.740000,0,0.434000,0.434000,0.434000,0.434000,0.434000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.750000,0,0.434000,0.434000,0.434000,0.434000,0.434000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.760000,0,0.435000,0.435000,0.435000,0.435000,0.435000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.770000,0,0.435000,0.435000,0.435000,0.435000,0.435000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.780000,0,0.435000,0.435000,0.435000,0.435000,0.435000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.790000,0,0.436000,0.436000,0.436000,0.436000,0.436000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.800000,0,0.436000,0.436000,0.436000,0.436000,0.436000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.810000,0,0.436000,0.436000,0.436000,0.436000,0.436000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.820000,0,0.437000,0.437000,0.437000,0.437000,0.437000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.830000,0,0.437000,0.437000,0.437000,0.437000,0.437000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.840000,0,0.438000,0.438000,0.438000,0.438000,0.438000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.850000,0,0.438000,0.438000,0.438000,0.438000,0.438000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.860000,0,0.438000,0.438000,0.438000,0.438000,0.438000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.870000,0,0.439000,0.439000,0.439000,0.439000,0.439000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.880000,0,0.439000,0.439000,0.439000,0.439000,0.439000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.890000,0,0.439000,0.439000,0.439000,0.439000,0.439000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.900000,0,0.440000,0.440000,0.440000,0.440000,0.440000,0.000000,0.000000,0.000000,0.000000,6.780000,130.584000,130.584000,
0.910000,0,0.443000,0.443000,0.443000,0.443000,0.443000,0.000000,0.000000,0.000000,0.000000,6.963000,130.889000,130.370000,
0.920000,0,0.452000,0.452000,0.452000,0.452000,0.452000,0.000000,0.000000,0.000000,0.000000,7.147000,131.195000,130.157000,
0.930000,0,0.462000,0.462000,0.462000,0.462000,0.462000,0.000000,0.000000,0.000000,0.000000,7.330000,131.501000,129.943000,
0.940000,0,0.470000,0.470000,0.470000,0.470000,0.470000,0.000000,0.000000,0.000000,0.000000,7.513000,131.806000,129.730000,
0.950000,0,0.478000,0.478000,0.478000,0.478000,0.478000,0.000000,0.000000,0.000000,0.000000,7.697000,132.112000,129.517000,
0.960000,0,0.486000,0.486000,0.486000,0.486000,0.486000,0.000000,0.000000,0.000000,0.000000,7.880000,132.417000,129.303000,
0.970000,0,0.494000,0.494000,0.494000,0.494000,0.494000,0.000000,0.000000,0.000000,0.000000,8.064000,132.723000,129.090000,
0.980000,0,0.503000,0.503000,0.503000,0.503000,0.503000,0.000000,0.000000,0.000000,0.000000,8.247000,133.029000,128.876000,
0.990000,0,0.511000,0.511000,0.511000,0.511000,0.511000,0.000000,0.000000,0.000000,0.000000,8.431000,133.334000,128.663000,
1.000000,0,0.519000,0.519000,0.519000,0.519000,0.519000,0.000000,0.000000,0.000000,0.000000,8.614000,133.640000,128.450000,
1.010000,0,0.527000,0.527000,0.527000,0.527000,0.527000,0.000000,0.000000,0.000000,0.000000,8.798000,133.945000,128.236000,
1.020000,0,0.535000,0.535000,0.535000,0.535000,0.535000,0.000000,0.000000,0.000000,0.000000,8.981000,134.251000,128.023000,
1.030000,0,0.543000,0.543000,0.543000,0.543000,0.543000,0.000000,0.000000,0.000000,0.000000,9.165000,134.557000,127.809000,
1.040000,0,0.551000,0.551000,0.551000,0.551000,0.551000,0.000000,0.000000,0.000000,0.000000,9.348000,134.862000,127.596000,
1.050000,0,0.559000,0.559000,0.559000,0.559000,0.559000,0.000000,0.000000,0.000000,0.000000,9.531000,135.168000,127.382000,
1.060000,0,0.557000,0.557000,0.557000,0.557000,0.557000,0.000000,0.000000,0.000000,0.000000,9.595000,135.428000,127.634000,
1.070000,0,0.555000,0.555000,0.555000,0.555000,0.555000,0.000000,0.000000,0.000000,0.000000,9.654000,135.666000,127.864000,
1.080000,0,0.554000,0.554000,0.554000,0.554000,0.554000,0.000000,0.000000,0.000000,0.000000,9.709000,135.884000,128.076000,
1.090000,0,0.552000,0.552000,0.552000,0.552000,0.552000,0.000000,0.000000,0.000000,0.000000,9.760000,136.085000,128.271000,
1.100000,0,0.551000,0.551000,0.551000,0.551000,0.551000,0.000000,0.000000,0.000000,0.000000,9.808000,136.270000,128.452000,
1.110000,0,0.549000,0.549000,0.549000,0.549000,0.549000,0.000000,0.000000,0.000000,0.000000,9.853000,136.442000,128.621000,
1.120000,0,0.547000,0.547000,0.547000,0.547000,0.547000,0.000000,0.000000,0.000000,0.000000,9.896000,136.602000,128.779000,
1.130000,0,0.546000,0.546000,0.546000,0.546000,0.546000,0.000000,0.000000,0.000000,0.000000,9.937000,136.753000,128.928000,
1.140000,0,0.544000,0.544000,0.544000,0.544000,0.544000,0.000000,0.000000,0.000000,0.000000,9.977000,136.895000,129.069000,
1.150000,0,0.543000,0.543000,0.543000,0.543000,0.543000,0.000000,0.000000,0.000000,0.000000,10.014000,137.029000,129.203000,
1.160000,0,0.541000,0.541000,0.541000,0.541000,0.541000,0.000000,0.000000,0.000000,0.000000,10.051000,137.157000,129.330000,
1.170000,0,0.539000,0.539000,0.539000,0.539000,0.539000,0.000000,0.000000,0.000000,0.000000,10.086000,137.279000,129.452000,
1.180000,0,0.536000,0.536000,0.536000,0.536000,0.536000,0.000000,0.000000,0.000000,0.000000,10.120000,137.395000,129.569000,
1.190000,0,0.534000,0.534000,0.534000,0.534000,0.534000,0.000000,0.000000,0.000000,0.000000,10.152000,137.506000,129.681000,
1.200000,0,0.532000,0.532000,0.532000,0.532000,0.532000,0.000000,0.000000,0.000000,0.000000,10.184000,137.614000,129.789000,
1.210000,0,0.530000,0.530000,0.530000,0.530000,0.530000,0.000000,0.000000,0.000000,0.000000,10.215000,137.717000,129.893000,
1.220000,0,0.528000,0.528000,0.528000,0.528000,0.528000,0.000000,0.000000,0.000000,0.000000,10.246000,137.816000,129.994000,
1.230000,0,0.526000,0.526000,0.526000,0.526000,0.526000,0.000000,0.000000,0.000000,0.000000,10.275000,137.912000,130.092000,
1.240000,0,0.524000,0.524000,0.524000,0.524000,0.524000,0.000000,0.000000,0.000000,0.000000,10.304000,138.006000,130.187000,
1.250000,0,0.522000,0.522000,0.522000,0.522000,0.522000,0.000000,0.000000,0.000000,0.000000,10.332000,138.096000,130.279000,
1.260000,0,0.520000,0.520000,0.520000,0.520000,0.520000,0.000000,0.000000,0.000000,0.000000,10.360000,138.184000,130.369000,
1.270000,0,0.518000,0.518000,0.518000,0.518000,0.518000,0.000000,0.000000,0.000000,0.000000,10.387000,138.269000,130.456000,
1.280000,0,0.516000,0.516000,0.516000,0.516000,0.516000,0.000000,0.000000,0.000000,0.000000,10.413000,138.353000,130.541000,
1.290000,0,0.514000,0.514000,0.514000,0.514000,0.514000,0.000000,0.000000,0.000000,0.000000,10.439000,138.434000,130.625000,
1.300000,0,0.512000,0.512000,0.512000,0.512000,0.512000,0.000000,0.000000,0.000000,0.000000,10.465000,138.513000,130.706000,
1.310000,0,0.510000,0.510000,0.510000,0.510000,0.510000,0.000000,0.000000,0.000000,0.000000,10.482000,138.548000,130.746000,
1.320000,0,0.509000,0.509000,0.509000,0.509000,0.509000,0.000000,0.000000,0.000000,0.000000,10.475000,138.463000,130.674000,
1.330000,0,0.507000,0.507000,0.507000,0.507000,0.507000,0.000000,0.000000,0.000000,0.000000,10.469000,138.378000,130.603000,
1.340000,0,0.505000,0.505000,0.505000,0.505000,0.505000,0.000000,0.000000,0.000000,0.000000,10.462000,138.294000,130.531000,
1.350000,0,0.503000,0.503000,0.503000,0.503000,0.503000,0.000000,0.000000,0.000000,0.000000,10.455000,138.209000,130.460000,
1.360000,0,0.501000,0.501000,0.501000,0.501000,0.501000,0.000000,0.000000,0.000000,0.000000,10.448000,138.126000,130.389000,
1.370000,0,0.499000,0.499000,0.499000,0.499000,0.499000,0.000000,0.000000,0.000000,0.000000,10.441000,138.042000,130.318000,
1.380000,0,0.498000,0.498000,0.498000,0.498000,0.498000,0.000000,0.000000,0.000000,0.000000,10.435000,137.959000,130.248000,
1.390000,0,0.496000,0.496000,0.496000,0.496000,0.496000,0.000000,0.000000,0.000000,0.000000,10.428000,137.875000,130.177000,
1.400000,0,0.494000,0.494000,0.494000,0.494000,0.494000,0.000000,0.000000,0.000000,0.000000,10.421000,137.793000,130.107000,
1.410000,0,0.492000,0.492000,0.492000,0.492000,0.492000,0.000000,0.000000,0.000000,0.000000,10.414000,137.710000,130.037000,
1.420000,0,0.490000,0.490000,0.490000,0.490000,0.490000,0.000000,0.000000,0.000000,0.000000,10.406000,137.628000,129.967000,
1.430000,0,0.489000,0.489000,0.489000,0.489000,0.489000,0.000000,0.000000,0.000000,0.000000,10.399000,137.546000,129.898000,
1.440000,0,0.487000,0.487000,0.487000,0.487000,0.487000,0.000000,0.000000,0.000000,0.000000,10.387000,137.464000,129.842000,
1.450000,0,0.485000,0.485000,0.485000,0.485000,0.485000,0.000000,0.000000,0.000000,0.000000,10.371000,137.382000,129.795000,
1.460000,0,0.484000,0.484000,0.484000,0.484000,0.484000,0.000000,0.000000,0.000000,0.000000,10.356000,137.301000,129.748000,
1.470000,0,0.482000,0.482000,0.482000,0.482000,0.482000,0.000000,0.000000,0.000000,0.000000,10.341000,137.220000,129.701000,
1.480000,0,0.480000,0.480000,0.480000,0.480000,0.480000,0.000000,0.000000,0.000000,0.000000,10.325000,137.139000,129.654000,
1.490000,0,0.479000,0.479000,0.479000,0.479000,0.479000,0.000000,0.000000,0.000000,0.000000,10.310000,137.058000,129.608000,
1.500000,0,0.477000,0.477000,0.477000,0.477000,0.477000,0.000000,0.000000,0.000000,0.000000,10.294000,136.978000,129.561000,
1.510000,0,0.475000,0.475000,0.475000,0.475000,0.475000,0.000000,0.000000,0.000000,0.000000,10.278000,136.898000,129.515000,
1.520000,0,0.474000,0.474000,0.474000,0.474000,0.474000,0.000000,0.000000,0.000000,0.000000,10.263000,136.817000,129.468000,
1.530000,0,0.472000,0.472000,0.472000,0.472000,0.472000,0.000000,0.000000,0.000000,0.000000,10.247000,136.738000,129.422000,
1.540000,0,0.471000,0.471000,0.471000,0.471000,0.471000,0.000000,0.000000,0.000000,0.000000,10.232000,136.658000,129.376000,
1.550000,0,0.469000,0.469000,0.469000,0.469000,0.469000,0.000000,0.000000,0.000000,0.000000,10.216000,136.578000,129.330000,
1.560000,0,0.467000,0.467000,0.467000,0.467000,0.467000,0.000000,0.000000,0.000000,0.000000,10.200000,136.499000,129.284000,
1.570000,0,0.466000,0.466000,0.466000,0.466000,0.466000,0.000000,0.000000,0.000000,0.000000,10.185000,136.420000,129.238000,
1.580000,0,0.464000,0.464000,0.464000,0.464000,0.464000,0.000000,0.000000,0.000000,0.000000,10.169000,136.341000,129.192000,
1.590000,0,0.463000,0.463000,0.463000,0.463000,0.463000,0.000000,0.000000,0.000000,0.000000,10.153000,136.262000,129.146000,
1.600000,0,0.461000,0.461000,0.461000,0.461000,0.461000,0.000000,0.000000,0.000000,0.000000,10.137000,136.183000,129.101000,
1.610000,0,0.460000,0.460000,0.460000,0.460000,0.460000,0.000000,0.000000,0.000000,0.000000,10.122000,136.104000,129.055000,
1.620000,0,0.458000,0.458000,0.458000,0.458000,0.458000,0.000000,0.000000,0.000000,0.000000,10.106000,136.026000,129.010000,
1.630000,0,0.457000,0.457000,0.457000,0.457000,0.457000,0.000000,0.000000,0.000000,0.000000,10.090000,135.947000,128.964000,
1.640000,0,0.455000,0.455000,0.455000,0.455000,0.455000,0.000000,0.000000,0.000000,0.000000,10.074000,135.869000,128.919000,
1.650000,0,0.454000,0.454000,0.454000,0.454000,0.454000,0.000000,0.000000,0.000000,0.000000,10.058000,135.791000,128.874000,
1.660000,0,0.453000,0.453000,0.453000,0.453000,0.453000,0.000000,0.000000,0.000000,0.000000,10.042000,135.713000,128.829000,
1.670000,0,0.451000,0.451000,0.451000,0.451000,0.451000,0.000000,0.000000,0.000000,0.000000,10.027000,135.636000,128.783000,
1.680000,0,0.450000,0.450000,0.450000,0.450000,0.450000,0.000000,0.000000,0.000000,0.000000,10.011000,135.558000,128.738000,
1.690000,0,0.448000,0.448000,0.448000,0.448000,0.448000,0.000000,0.000000,0.000000,0.000000,9.995000,135.480000,128.693000,
1.700000,0,0.447000,0.447000,0.447000,0.447000,0.447000,0.000000,0.000000,0.000000,0.000000,9.979000,135.403000,128.649000,
1.710000,0,0.445000,0.445000,0.445000,0.445000,0.445000,0.000000,0.000000,0.000000,0.000000,9.963000,135.326000,128.604000,
1.720000,0,0.444000,0.444000,0.444000,0.444000,0.444000,0.000000,0.000000,0.000000,0.000000,9.947000,135.248000,128.559000,
1.730000,0,0.443000,0.443000,0.443000,0.443000,0.443000,0.000000,0.000000,0.000000,0.000000,9.931000,135.171000,128.514000,
1.740000,0,0.441000,0.441000,0.441000,0.441000,0.441000,0.000000,0.000000,0.000000,0.000000,9.915000,135.094000,128.469000,
1.750000,0,0.440000,0.440000,0.440000,0.440000,0.440000,0.000000,0.000000,0.000000,0.000000,9.899000,135.018000,128.425000,
1.760000,0,0.439000,0.439000,0.439000,0.439000,0.439000,0.000000,0.000000,0.000000,0.000000,9.883000,134.941000,128.380000,
1.770000,0,0.437000,0.437000,0.437000,0.437000,0.437000,0.000000,0.000000,0.000000,0.000000,9.867000,134.864000,128.336000,
1.780000,0,0.436000,0.436000,0.436000,0.436000,0.436000,0.000000,0.000000,0.000000,0.000000,9.851000,134.787000,128.291000,
1.790000,0,0.435000,0.435000,0.435000,0.435000,0.435000,0.000000,0.000000,0.000000,0.000000,9.835000,134.711000,128.247000,
1.800000,0,0.433000,0.433000,0.433000,0.433000,0.433000,0.000000,0.000000,0.000000,0.000000,9.819000,134.635000,128.202000,
1.810000,0,0.432000,0.432000,0.432000,0.432000,0.432000,0.000000,0.000000,0.000000,0.000000,9.803000,134.558000,128.158000,
1.820000,0,0.431000,0.431000,0.431000,0.431000,0.431000,0.000000,0.000000,0.000000,0.000000,9.787000,134.482000,128.113000,
1.830000,0,0.430000,0.430000,0.430000,0.430000,0.430000,0.000000,0.000000,0.000000,0.000000,9.771000,134.406000,128.069000,
1.840000,0,0.428000,0.428000,0.428000,0.428000,0.428000,0.000000,0.000000,0.000000,0.000000,9.755000,134.330000,128.025000,
1.850000,0,0.427000,0.427000,0.427000,0.427000,0.427000,0.000000,0.000000,0.000000,0.000000,9.739000,134.254000,127.981000,
1.860000,0,0.426000,0.426000,0.426000,0.426000,0.426000,0.000000,0.000000,0.000000,0.000000,9.723000,134.178000,127.936000,
1.870000,0,0.425000,0.425000,0.425000,0.425000,0.425000,0.000000,0.000000,0.000000,0.000000,9.707000,134.102000,127.892000,
1.880000,0,0.424000,0.424000,0.424000,0.424000,0.424000,0.000000,0.000000,0.000000,0.000000,9.690000,134.026000,127.848000,
1.890000,0,0.422000,0.422000,0.422000,0.422000,0.422000,0.000000,0.000000,0.000000,0.000000,9.674000,133.951000,127.804000,
1.900000,0,0.421000,0.421000,0.421000,0.421000,0.421000,0.000000,0.000000,0.000000,0.000000,9.658000,133.875000,127.760000,
1.910000,0,0.420000,0.420000,0.420000,0.420000,0.420000,0.000000,0.000000,0.000000,0.000000,9.642000,133.799000,127.716000,
1.920000,0,0.419000,0.419000,0.419000,0.419000,0.419000,0.000000,0.000000,0.000000,0.000000,9.626000,133.724000,127.671000,
1.930000,0,0.418000,0.418000,0.418000,0.418000,0.418000,0.000000,0.000000,0.000000,0.000000,9.610000,133.648000,127.627000,
1.940000,0,0.417000,0.417000,0.417000,0.417000,0.417000,0.000000,0.000000,0.000000,0.000000,9.594000,133.573000,127.583000,
1.950000,0,0.415000,0.415000,0.415000,0.415000,0.415000,0.000000,0.000000,0.000000,0.000000,9.577000,133.498000,127.539000,
1.960000,0,0.414000,0.414000,0.414000,0.414000,0.414000,0.000000,0.000000,0.000000,0.000000,9.561000,133.422000,127.495000,
1.970000,0,0.413000,0.413000,0.413000,0.413000,0.413000,0.000000,0.000000,0.000000,0.000000,9.545000,133.347000,127.451000,
1.980000,0,0.412000,0.412000,0.412000,0.412000,0.412000,0.000000,0.000000,0.000000,0.000000,9.529000,133.272000,127.407000,
1.990000,0,0.411000,0.411000,0.411000,0.411000,0.411000,0.000000,0.000000,0.000000,0.000000,9.512000,133.197000,127.363000,
2.000000,0,0.410000,0.410000,0.410000,0.410000,0.410000,0.000000,0.000000,0.000000,0.000000,9.496000,133.122000,127.319000,
2.010000,0,0.409000,0.409000,0.409000,0.409000,0.409000,0.000000,0.000000,0.000000,0.000000,9.480000,133.047000,127.275000,
2.020000,0,0.408000,0.408000,0.408000,0.408000,0.408000,0.000000,0.000000,0.000000,0.000000,9.464000,132.972000,127.231000,
